DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220315086,08/13/2022 12:00:00 AM,08/13/2022 12:00:00 AM,1200,3,Southwest,357,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1251 1259 1258,9,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237.0,,,,1200 W  JEFFERSON                    BL,,34.0255,-118.2915
230912230,07/26/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1200,9,Van Nuys,948,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0361 1259,16,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,956.0,,,,13400    ALBERS                       ST,,34.1703,-118.4247
200412265,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1715,4,Hollenbeck,415,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1701 0561 0446 0416 0391 0421 0913 1202,69,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,,,,2600    GRIFFIN                      AV,,34.0765,-118.2118
231216221,07/23/2023 12:00:00 AM,07/23/2023 12:00:00 AM,640,12,77th Street,1204,1,330,BURGLARY FROM VEHICLE,1609 0321 0344 0329,41,M,H,101.0,STREET,,,AA,Adult Arrest,330.0,,,,4700 S  NORMANDIE                    AV,,34.0007,-118.3002
200113296,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,2100,1,Central,147,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 0443 1814 1218 2004 1414,56,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,400 E  5TH                          ST,,34.0453,-118.2443
201506533,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1525,15,N Hollywood,1543,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 1609,40,F,W,108.0,PARKING LOT,,,AA,Adult Arrest,330.0,,,,12100    BURBANK                      BL,,34.1722,-118.3965
230309794,04/22/2023 12:00:00 AM,04/22/2023 12:00:00 AM,1200,3,Southwest,332,1,761,BRANDISH WEAPON,0913 0603 0361 0421 0432,60,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,761.0,930.0,,,2800    WEST                         BL,,34.0311,-118.3417
200504266,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1600,5,Harbor,501,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 0444 0429,71,M,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,800 W  190TH                        ST,,33.8601,-118.288
200313000,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2300,3,Southwest,316,1,210,ROBBERY,0344 0302 0342 0334 1302 0448 1311 0916 0330 1822,33,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,998.0,,,25TH                         ST,CONGRESS,34.0337,-118.3024
231611710,08/30/2023 12:00:00 AM,08/29/2023 12:00:00 AM,1800,16,Foothill,1601,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 1814,28,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,11900    SPROULE                      AV,,34.2869,-118.4152
210313508,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,230,3,Southwest,375,1,220,ATTEMPTED ROBBERY,0432 1822 0337 0334 0411 1402 1310 2004,29,F,W,101.0,STREET,207.0,OTHER KNIFE,AA,Adult Arrest,220.0,,,,3900 S  WESTERN                      AV,,34.0146,-118.313
230401003,05/26/2023 12:00:00 AM,05/26/2023 12:00:00 AM,1355,4,Hollenbeck,462,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,0,X,X,101.0,STREET,,,AA,Adult Arrest,740.0,998.0,,,500 S  BOYLE                        AV,,34.0415,-118.2196
221105119,01/31/2022 12:00:00 AM,01/29/2022 12:00:00 AM,800,11,Northeast,1102,2,900,VIOLATION OF COURT ORDER,1813,42,F,W,101.0,STREET,,,AA,Adult Arrest,900.0,,,,4000    SEQUOIA                      ST,,34.1361,-118.2703
211710889,07/22/2021 12:00:00 AM,07/22/2021 12:00:00 AM,1545,17,Devonshire,1722,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1813 1300 0444 0429 0448 0408 2000 0416,37,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,10400    CANOGA                       AV,,34.2594,-118.5973
220811354,06/29/2022 12:00:00 AM,06/29/2022 12:00:00 AM,1830,8,West LA,847,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,ALMAYO                       AV,KERWOOD                      ST,34.0481,-118.416
201909148,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,130,19,Mission,1991,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000 0906,28,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8100    LANGDON                      AV,,34.218,-118.4688
220315582,08/24/2022 12:00:00 AM,08/23/2022 12:00:00 AM,2130,3,Southwest,317,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0353 0445 0917 0432,47,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,,,,1600 W  ADAMS                        BL,,34.0349,-118.2959
221704335,01/10/2022 12:00:00 AM,01/10/2022 12:00:00 AM,1805,17,Devonshire,1747,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,53,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,740.0,,,,16900    BLACKHAWK                    ST,,34.2589,-118.5006
212106232,03/05/2021 12:00:00 AM,03/04/2021 12:00:00 AM,1920,21,Topanga,2142,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,50,F,W,101.0,STREET,,,AA,Adult Arrest,740.0,,,,6500    BOBBYBOYAR                   AV,,34.1882,-118.6325
220516205,11/19/2022 12:00:00 AM,11/19/2022 12:00:00 AM,1740,5,Harbor,541,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 0416,32,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1000 W  CAPITOL                      DR,,33.7547,-118.3011
230711805,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1420,7,Wilshire,762,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0445 1822,39,M,O,108.0,PARKING LOT,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,AA,Adult Arrest,230.0,,,,5800 W  PICO                         BL,,34.0524,-118.3713
231906054,02/17/2023 12:00:00 AM,02/17/2023 12:00:00 AM,200,19,Mission,1991,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0417 0913,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,8000    LANGDON                      AV,,34.216,-118.4678
220913056,08/26/2022 12:00:00 AM,08/26/2022 12:00:00 AM,950,9,Van Nuys,943,2,624,BATTERY - SIMPLE ASSAULT,0444,60,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,14400    BURBANK                      BL,,34.1721,-118.4471
222008724,04/19/2022 12:00:00 AM,04/19/2022 12:00:00 AM,1715,20,Olympic,2023,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0445,33,M,O,101.0,STREET,308.0,STICK,AA,Adult Arrest,230.0,,,,ARDMORE                      AV,5TH                          ST,34.0654,-118.3016
210610899,05/30/2021 12:00:00 AM,05/29/2021 12:00:00 AM,1745,6,Hollywood,644,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349 1822 0344,40,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,440.0,,,,1400 N  ALTA VISTA                   BL,,34.0964,-118.3471
222007534,03/23/2022 12:00:00 AM,03/21/2022 12:00:00 AM,2330,20,Olympic,2023,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0342 0443 0432 0913,34,M,O,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,300 S  SERRANO                      AV,,34.069,-118.3067
230409423,06/15/2023 12:00:00 AM,06/15/2023 12:00:00 AM,2253,4,Hollenbeck,473,1,110,CRIMINAL HOMICIDE,0906 1100 1270 1218 1822 1402 0907 0430,30,M,H,109.0,PARK/PLAYGROUND,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,400 S  ST LOUIS                     ST,,34.0423,-118.2154
222110009,06/02/2022 12:00:00 AM,06/01/2022 12:00:00 AM,1700,21,Topanga,2161,1,310,BURGLARY,0344 1607 1267 1275 1420,41,M,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,,,,5500    FRANRIVERS                   AV,,34.171,-118.6542
210516800,12/04/2021 12:00:00 AM,11/04/2021 12:00:00 AM,1600,5,Harbor,505,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,668.0,,,,900 W  190TH                        ST,,33.8588,-118.2905
230706964,03/10/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1230,7,Wilshire,701,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385 1300,0,X,X,108.0,PARKING LOT,,,AA,Adult Arrest,331.0,,,,800 N  FAIRFAX                      AV,,34.0855,-118.3615
221107954,04/16/2022 12:00:00 AM,04/15/2022 12:00:00 AM,2350,11,Northeast,1124,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0448 0429 1813 2002 0432 0913,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,3000 W  AVENUE 34,,34.1173,-118.2389
221307619,03/09/2022 12:00:00 AM,08/20/2021 12:00:00 AM,2105,13,Newton,1395,2,946,OTHER MISCELLANEOUS CRIME,,98,M,H,101.0,STREET,,,AA,Adult Arrest,946.0,,,,SLAUSON,BROADWAY,33.9784,-118.263
220812603,07/28/2022 12:00:00 AM,07/28/2022 12:00:00 AM,1918,8,West LA,883,1,310,BURGLARY,0358 1607 0344 1822,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,310.0,,,,2300    COTNER                       AV,,34.0379,-118.4381
200809177,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,735,8,West LA,893,1,330,BURGLARY FROM VEHICLE,1607 0344 1822 2004 1420,29,M,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,330.0,,,,2800    WESTWOOD                     BL,,34.0334,-118.4232
231209808,04/08/2023 12:00:00 AM,04/08/2023 12:00:00 AM,1650,12,77th Street,1248,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0913 0416,38,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,FLORENCE,VERMONT,33.9746,-118.2916
210115670,08/24/2021 12:00:00 AM,08/24/2021 12:00:00 AM,930,1,Central,156,1,210,ROBBERY,1822 2004 0377 1414 1019 0416 0344,27,M,B,102.0,SIDEWALK,308.0,STICK,AA,Adult Arrest,210.0,,,,400 E  6TH                          ST,,34.0437,-118.2455
200619748,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,2040,6,Hollywood,646,1,210,ROBBERY,1300 1309 0342 1822 0216 0337 0325 0327 0324 0400,0,X,X,244.0,TOBACCO SHOP,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,6300    HOLLYWOOD                    BL,,34.1016,-118.3271
231800602,03/23/2023 12:00:00 AM,03/23/2023 12:00:00 AM,1020,18,Southeast,1849,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0856 2000 0913 1814 0432 0329 2007 1402 0444 0416,31,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,998.0,,,11300    GORMAN                       AV,,33.9318,-118.232
230308968,04/06/2023 12:00:00 AM,04/06/2023 12:00:00 AM,535,3,Southwest,357,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1822,25,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,1200 W  37TH                         PL,,34.02,-118.2944
210410521,07/09/2021 12:00:00 AM,07/09/2021 12:00:00 AM,1400,4,Hollenbeck,428,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1402 2004 0446 0444 0340 1822,64,M,A,222.0,LAUNDROMAT,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,,,3100 N  EASTERN                      AV,,34.081,-118.178
202010364,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,2000,20,Olympic,2076,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,1700 S  BERENDO                      ST,,34.0414,-118.2934
220516392,11/28/2022 12:00:00 AM,11/27/2022 12:00:00 AM,515,5,Harbor,566,2,901,VIOLATION OF RESTRAINING ORDER,2038,39,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,300 W  12TH                         ST,,33.7333,-118.2836
211112414,08/30/2021 12:00:00 AM,08/28/2021 12:00:00 AM,1615,11,Northeast,1112,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 1813 2000 2021 1202,69,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,4100 W  AVENUE 41,,34.1253,-118.2296
200314589,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,2200,3,Southwest,395,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,1800 W  VERNON                       AV,,34.0073,-118.3108
210405903,02/22/2021 12:00:00 AM,02/22/2021 12:00:00 AM,550,4,Hollenbeck,451,1,210,ROBBERY,0344 0302 1309 1822 1402,26,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210.0,998.0,,,100 N  MYERS                        ST,,34.048,-118.2288
231109857,06/07/2023 12:00:00 AM,06/06/2023 12:00:00 AM,2120,11,Northeast,1163,1,220,ATTEMPTED ROBBERY,0355 0906 1402 0907,40,F,O,222.0,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,VERMONT                      AV,VERMONT                      PL,34.0924,-118.2918
221006449,03/07/2022 12:00:00 AM,03/07/2022 12:00:00 AM,842,10,West Valley,1065,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0408 1823 2002 1206 1402 0400 0416 0417,38,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230.0,998.0,,,5300    NEWCASTLE                    AV,,34.1667,-118.5244
220514297,09/29/2022 12:00:00 AM,07/01/2022 12:00:00 AM,800,5,Harbor,524,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0432 0552 0913 1251 1258 0602,10,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627.0,,,,1200 W  F                            ST,,33.7763,-118.2766
230901041,10/04/2023 12:00:00 AM,10/03/2023 12:00:00 AM,1507,9,Van Nuys,906,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0422,33,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AA,Adult Arrest,930.0,998.0,,,14400    VALERIO                      ST,,0.0,0.0
200804429,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2345,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,1822 0447 0416 2004 1420,27,M,W,207.0,BAR/COCKTAIL/NIGHTCLUB,221.0,GLASS,AA,Adult Arrest,624.0,,,,1100    GLENDON                      AV,,34.0608,-118.4444
210513391,09/05/2021 12:00:00 AM,09/05/2021 12:00:00 AM,2130,5,Harbor,557,1,210,ROBBERY,1402 0344 0302 0400 0334 0216 0913,39,M,H,503.0,HOTEL,102.0,HAND GUN,AA,Adult Arrest,210.0,998.0,,,100 S  GAFFEY                       ST,,33.7428,-118.2923
221606611,03/23/2022 12:00:00 AM,03/22/2022 12:00:00 AM,1930,16,Foothill,1677,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,29,F,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,8000    HOLLYWOOD                    WY,,34.2162,-118.3451
201918406,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,650,19,Mission,1954,2,901,VIOLATION OF RESTRAINING ORDER,2038,53,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,10300    BURNET                       AV,,34.2573,-118.463
222017561,11/24/2022 12:00:00 AM,11/23/2022 12:00:00 AM,2200,20,Olympic,2013,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,4200 W  3RD                          ST,,34.0726,-118.3073
231500846,07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,745,15,N Hollywood,1526,1,310,BURGLARY,0344 1402 2004,33,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,998.0,,,6200    COLFAX                       AV,,34.1831,-118.3878
220618250,10/29/2022 12:00:00 AM,10/29/2022 12:00:00 AM,1825,6,Hollywood,656,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0444 0416,57,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,6100    ELEANOR                      AV,,34.0898,-118.3244
201213864,05/31/2020 12:00:00 AM,05/31/2020 12:00:00 AM,30,12,77th Street,1213,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0400 0416 0447 1814 2000,19,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1800 W  57TH                         ST,,33.991,-118.3089
201613330,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,2100,16,Foothill,1613,1,320,"BURGLARY, ATTEMPTED",1501,27,F,H,507.0,CONDOMINIUM/TOWNHOUSE,,,AA,Adult Arrest,320.0,,,,11100    GLENOAKS                     BL,,34.2718,-118.4096
211315828,09/13/2021 12:00:00 AM,09/13/2021 12:00:00 AM,200,13,Newton,1365,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1821 0446 0408 0448 1243 0913,46,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,1300 E  48TH                         ST,,34.0002,-118.2521
200706162,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,330,7,Wilshire,778,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 1414,0,M,O,102.0,SIDEWALK,,,AA,Adult Arrest,740.0,998.0,,,NORTON,WASHINGTON,34.0399,-118.3272
221913425,08/19/2022 12:00:00 AM,08/19/2022 12:00:00 AM,750,19,Mission,1915,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0554 0913 0448 0444 0421 0416 0429 0407 2003,34,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,12700    WOODCOCK                     AV,,34.3012,-118.4494
220309560,04/24/2022 12:00:00 AM,04/23/2022 12:00:00 AM,2230,3,Southwest,361,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0913 0602 0552 1258 0408 2002 1309,11,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,235.0,,,,4800    AUGUST                       ST,,34.0173,-118.3517
211605118,02/09/2021 12:00:00 AM,02/08/2021 12:00:00 AM,2200,16,Foothill,1651,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0913 0416,42,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,LAUREL CANYON,OSBORNE                      ST,34.2469,-118.4195
200708166,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1150,7,Wilshire,739,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,500 S  ROSSMORE                     AV,,34.0653,-118.3273
221500728,04/17/2022 12:00:00 AM,04/17/2022 12:00:00 AM,2130,15,N Hollywood,1535,2,763,STALKING,1402 0347 2038 2000,0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,763.0,998.0,,,BURBANK,LEMP,34.1722,-118.3845
220125431,11/29/2022 12:00:00 AM,11/29/2022 12:00:00 AM,2115,1,Central,132,1,761,BRANDISH WEAPON,0334 1822 1402 2004 0910 0421 0917 1266,31,M,H,901.0,MTA - RED LINE - CIVIC CENTER/GRAND PARK,311.0,HAMMER,AA,Adult Arrest,761.0,998.0,,,100 S  HILL                         ST,,34.0547,-118.2505
200218545,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,40,2,Rampart,235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307,59,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740.0,,,,100 S  PARK VIEW                    ST,,34.0676,-118.2739
212016931,11/12/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1530,20,Olympic,2093,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0408 1214 2000 0416 1300 0429,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1900 S  HARVARD                      BL,,34.0378,-118.3058
210917540,12/11/2021 12:00:00 AM,12/10/2021 12:00:00 AM,1030,9,Van Nuys,946,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0447,43,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,13700    OXNARD                       ST,,34.1794,-118.4319
201904258,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1500,19,Mission,1966,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0419 0400,41,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,14500    TUPPER                       ST,,34.239,-118.4481
221104854,01/24/2022 12:00:00 AM,01/21/2022 12:00:00 AM,1122,11,Northeast,1133,2,901,VIOLATION OF RESTRAINING ORDER,1814,46,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901.0,,,,3400    GARDEN                       AV,,34.1153,-118.2586
220816172,10/21/2022 12:00:00 AM,10/21/2022 12:00:00 AM,1332,8,West LA,889,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,0,X,X,404.0,DEPARTMENT STORE,,,AA,Adult Arrest,442.0,,,,1800    LA CIENEGA                   BL,,34.0425,-118.3818
212009714,05/29/2021 12:00:00 AM,05/29/2021 12:00:00 AM,530,20,Olympic,2044,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0344 0408 0416 1243 1813 2000 0913 0429 0444,22,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,800 S  HARVARD                      BL,,34.0577,-118.3042
221711259,07/14/2022 12:00:00 AM,07/14/2022 12:00:00 AM,1000,17,Devonshire,1795,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038 1202 0913 0561 0602,73,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,902.0,,,,17100    ROSCOE                       BL,,34.2214,-118.5055
210513993,09/22/2021 12:00:00 AM,09/19/2021 12:00:00 AM,1700,5,Harbor,522,2,900,VIOLATION OF COURT ORDER,2004 2038 0913,25,F,H,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900.0,,,,900    MCDONALD                     AV,,33.7809,-118.2712
201411232,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1200,14,Pacific,1454,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 0444 0443 0334 0432 0906 1816 2000 1814 0400,31,F,H,103.0,ALLEY,216.0,SCISSORS,AA,Adult Arrest,236.0,,,,4600    ALLA                         RD,,33.985,-118.4312
221808427,04/01/2022 12:00:00 AM,04/01/2022 12:00:00 AM,200,18,Southeast,1801,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0416,20,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,FIGUEROA                     ST,MANCHESTER,33.9601,-118.2827
